SS,Mã hàng,Link Form,"Số
vòng dây ",MSKH,TCCL,"Link
TCCL",Tên khách hàng,"Part
Number",Đối tượng gửi dữ liệu,Nguồn dữ liệu,Yêu cầu đặc biệt khi gửi dữ liệu,"Gửi Lot DAI DIEN: ""DD""
Gửi TOAN BO Lot: ""TB""","Gửi dữ
 liệu [M]","Nơi nhận
dữ liệu","Ngoài đối tượng

VD : 736 KH không cho giảm",Nội dung gửi mail,Địa chỉ gửi mail,DUNG LƯỢNG 1 LẦN GỬI
RS385PH74925C,74925C,XEM,,950857Q,QS-10-006382,XEM,"SIMA ASIN CO.,LTD.",-,MONTH,MAP,,DD,-,THO (KD),,"Subject: Motor outgoing inspection record on January-2025
To: THO- MS.RUNGSUNEE TIANGNGA; MS.SAKUNPAKPINYO REENLADA
Fr: VDM Inspection section – Ly

I send you the outgoing data in shipment on January-2025.
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/SAKUNPAKPINYO REENLADA <r.sakunpakpinyo.pwe@mabuchi-motor.com>; 
THO/NUTTAR CHANNGAM <c.nuttar.zkj@mabuchi-motor.com>",8.0
RS385PH75075B,75075B,XEM,2465,147520,A85145,XEM,High Rex Corporation,-,,,,-,-,-,-,,,
RS385PH75446A,75446A,XEM,20100,501028U,A88365,XEM,BROSE SCHLIESSSYSTEME GMBH &,-,,,,-,-,-,CP,,,
RS385PH75446B,75446B,XEM,,505248U,QS-10-001447,XEM,BROSE SIST. FECH. UNIP.	 LDA,-,,,,-,-,-,CP,,,
RS385PH75446C,75446C,XEM,,505248U,QS-10-003008,XEM,BROSE SIST. FECH. UNIP.	 LDA,-,,,,-,-,-,CP,,,
RS385PH76149A,76149A,XEM,2270,887810C,QS-10-004365,XEM,FUZHOU XIANGTAI ELECTRIC CO.	L,-,,,,-,-,-,,,,
RS385PH76149A,76149A,XEM,,894725C,QS-10-009918,XEM,"XIAMEN JING ZHEN TECHNOLOGY Co., LTD",-,,,,-,-,-,,,,
RS385PH76326A,76326A,XEM,,882431C,QS-10-007086,XEM,U-SHIN MANUFACTURING(WUXI)CO	.,-,MONTH,MAP,,DD,,MCH-S (SHO),,"Subject: Motor outgoing inspection record on January -2025
To:  MCH-S / Ms. CAI 
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",X.CAIXI.CYH@MABUCHI-MOTOR.COM,8.0
RS385PH76326A,76326A,XEM,,895946C,QS-10-007374,XEM,U-SHIN MANUFACTURING,-,,,,-,-,-,,,,
RS385PH76326B,76326B,XEM,,882431C,QS-10-008393,XEM,"U-SHIN MANUFACTURING(WUXI) CO.,LTD.",-,MONTH,MAP,,DD,,MCH-S (SHO),,"Subject: Motor outgoing inspection record on January -2025
To:  MCH-S / Ms. CAI 
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on January
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",X.CAIXI.CYH@MABUCHI-MOTOR.COM,8.0
RS385PH76326B,76326B,XEM,,895946C,QS-10-008908,XEM,"U-SHIN MANUFACTURING(WUXI) CO.,LTD.",-,,,,-,-,-,,,,
RS385PH76447A,76447A,XEM,2460,975532T,QS-10-008365,XEM,WELL RAY TECHNOLOGY LTD.,-,,,,-,-,-,,,,
RS385PV45644D,45644D,XEM,2098,220707,A75810,XEM,HEWLETT PACKARD VANCOUVER,-,,,,-,M,-,-,,,
RS385PV45644D,45644D,XEM,,962180H,A75926,XEM,FLEXTRONICS MFG,-,,,,-,M,-,,,,
RS385PV45644D,45644D,XEM,,957886,A76035,XEM,CAL-COMP ELECTRONICS (THAILAND),-,,,,-,M,-,,,,
RS385PV45644D,45644D,XEM,,886572C,A89259,XEM, CAL-COMP OPTICAL ELRCTRONICS (Y),-,,,,-,M,-,,,,
RS385PV45644D,45644D,XEM,,220707N,A85858,XEM,HP INC.-CORVALLIS PURCHASING,-,,,,-,M,-,,,,
RS385PV45644E,45644E,XEM,2098,220707,A89632,XEM,HEWLETT PACKARD VANCOUVER,-,,,,-,M,-,,,,
RS385PV45644E,45644E,XEM,,962180H,A89809,XEM,FLEXTRONICS MFG,-,,,,-,M,-,,,,
RS385PV45644E,45644E,XEM,,957886,A91064,XEM,CAL-COMP ELECTRONICS (THAILAND),-,,,,-,M,-,,,,
RS385PV45644E,45644E,XEM,,886572C,A90976,XEM,CAL-COMP OPTICAL ELECTRONGICS(Y,-,,,,-,M,-,-,,,
RS385PV45644F,45644F,XEM,2098,220707,QS-10-000445,XEM,HEWLETT PACKARD VANCOUVER,-,,,,-,M,-,-,,,
RS385PV45644F,45644F,XEM,,886572C,QS-10-003190,XEM,CAL-COMP OPTICAL ELECTRONICS(Y,-,,,,-,M,-,-,,,
RS385PV45644F,45644F,XEM,,962407H,QS-10-003193,XEM,FUTAIHUA PRECISION INDUSTRY(WE,-,,,,-,M,-,-,,,
RS385PV45644F,45644F,XEM,,954388Q,QS-10-003795,XEM,CAL-COMP  ELECTRONICS (THAILAND),-,MONTH,MAP,,TB,M,THO (KD),,"Subject: Motor outgoing inspection record on January-2025
To: THO- MS.RUNGSUNEE TIANGNGA; MS.SAKUNPAKPINYO REENLADA
Fr: VDM Inspection section – Ly

I send you the outgoing data in shipment on January-2025.
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/SAKUNPAKPINYO REENLADA <r.sakunpakpinyo.pwe@mabuchi-motor.com>; 
THO/NUTTAR CHANNGAM <c.nuttar.zkj@mabuchi-motor.com>",8.0
RS385PV45675D,45675D,XEM,17120,957217S,A75044,XEM,CANON HI-TECH (THAILAND) LTD,QK2-1296,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV45675D,45675D,XEM,,951103E,A86514,XEM,CANON HI-TECH (THAILAN) LTD.,QK2-1296,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV45675F,45675F,XEM,17120,951103E,QS-10-004708,XEM,CANON HI-TECH (THAILAND) LTD.,QK2-1297,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV45940B,45940B,XEM,17120,957217S,A75432,XEM,CANON HI-TECH (THAILAND) LTD,QK2-1687,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV45940B,45940B,XEM,17120,951103E,A86525,XEM,CANON HI-TECH (THAILAND) LTD,QK2-1687,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV45940D,45940D,XEM,17120,951103E,QS-10-000280,XEM,CANON HI-TECH (THAILAND) LTD.,QK2-1687,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV45941A,45941A,XEM,17120,957217S,A74897,XEM,"CANON HI-TECH 
(THAILAND) LTD",QK2-1686,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV45941A,45941A,XEM,,951103E,A86532,XEM,CANON HI-TECH (THAILAND) LTD,QK2-1686,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV45941B,45941B,XEM,,100750,A89930,XEM,Fukushima Canon Inc.,-,,,,-,M,-,-,,,
RS385PV45941B,45941B,XEM,,951103E,QS-10-004968,XEM,CANON HI-TECH (THAILAND) LTD.,QK2-1686,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV45942A,45942A,XEM,17120,901165,A74969,XEM,KH THHONG THƯỜNG TỒN KHO DÀI HẠN,-,,,,-,-,-,,,,
RS385PV45942B,45942B,XEM,,923995H,A89744,XEM,WKK TECH.,-,,,,-,-,-,,,,
RS385PV45942B,45942B,XEM,,300954X,QS-10-008909,XEM,WKK Technology Queretaro S.A.de C.V.,-,,,,-,-,-,,,,
RS385PV45942B,45942B,XEM,,901165,QS-10-010616,XEM, Khách hàng bán hàng dài hạn thông thường,-,,,,-,-,-,,,,
RS385PV46193C,46193C,XEM,17120,957217S,A77345,XEM,CANON HI-TECH (THAILAND) LTD,QK2-1894,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV46193C,46193C,XEM,,957258S,A77380,XEM,CANON HI-TECH THAILAND (RA),QK2-1894,MONTH,MAP,,TB,M,SPO & CANON THAI,Gửi toàn lót,,,
RS385PV46193C,46193C,XEM,,951087E,A86515,XEM,CANON HI-TECH (THAILAN) LTD.,QK2-1894,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV46193E,46193E,XEM,,951087E,A91217,XEM,CANON HI-TECH THAILAND (RA),QK2-1894,MONTH,MAP,,TB,M,CANON THAI,Gửi toàn lót,"Subject: CANON THAILAND Motor outgoing inspection record on January -2025 
To: THO- MS.RUNGSUNEE TIANGNGA; MS. THANATHAPORN EKKAPAN
     : CANON THAILAND CUSTOMER
Fr: VDM Inspection section –Ly
I send you the outgoing data in shipment on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.","THO/RUNGSUNEE TIANGNGA <t.rungsunee.wbq@mabuchi-motor.com>; THO/THANATHAPORN EKKAPAN <e.thanathaporn.kfd@mabuchi-motor.com>; 
'ketsanee@mail.canon'; 'chairat809@mail.canon'; 'arunsri@mail.canon'; 'pisamai@mail.canon'; 'boonsong@mail.canon'; 'thana567@mail.canon'; 'pitiphak@mail.canon'; 'phakphum@mail.canon'; 'wilasinee694@mail.canon'; 'kewalin@mail.canon'; 'vasana@mail.canon'; 'punnarat@mail.canon'; 'kannika489@mail.canon'; 'supasak@mail.canon'; 'nopadol@mail.canon'; 'kanphasit186@mail.canon'; 'peerapong@mail.canon'",3.5
RS385PV46208A,46208A,XEM,13215,127423,QS-10-004070,XEM,CÔNG TY CỔ PHẦN SEIKO EPSON,-,,,,-,,-,,,,
RS385PV46208A,46208A,XEM,,981951,QS-10-004067,XEM,"SUMITRONICS PHILS., INC",-,,,,-,,-,,,,
RS385PV46208A,46208A,XEM,,957555S,QS-10-004071,XEM,"SUMITRONICS(THAILAND)CO.,LTD",-,MONTH,MAP,,DD,,SPO,," Subject:  Motor outgoing inspection record on June -2024  ( Sumitronics Thailand )
To: SPO / Ms. Reiko Chin, Tang Chin Tien San
Fr: VDM Inspection section – Ly

I send you the outgoing inspection data to shipment on June -2024.
Please see attached file.
If you have any question, please contact to me.
Thanks and best regard.",SPO/REIKO CHIN <c.reiko.dqk@mabuchi-motor.com>; SPO/TANG CHIN TIEN <c.tangc.mcb@mabuchi-motor.com>,8.0
RS385PV46208A,46208A,XEM,,951756Q,QS-10-004008,XEM,SUMITRONICS (THAILAND) CO.	 LT,-,,,,-,-,-,-,,,
RS385PV46219C,46219C,XEM,17120,860072V,A81159,XEM,"CANON VIETNAM CO.,LTD",QK2-1894,WEEK,GROUP SESSION,"List excel
File data PDF 
(Nhập SLSX vào file data PDF+ lưu tên file theo yêu cầu KH)",TB,M,CANON VN,Gửi toàn lót,"Subject: Canon Vietnam (860072V) Motor Outgoing Inspection Record  (ETD 2025.02.17- ETA 2025.02.19) 
To ：CVN Ms Lan , Ms Thuy; Ms Duong, Ms huong, Ms Ngoc, Ms Thuy, Ms Ha; Ms Yen; Ms Nga
        VDM  Mr Vu
Fr ：VDM Inspection Section Lý (Ms)

Liên quan đến trình xuất dữ liệu kiểm tra xuất hàng. Xin được gửi dữ liệu của lô hàng xuất kho ngày 2025.02.17. Chi tiết dữ liệu tham khảo file đính kèm. (Đối với những lót dữ liệu đã gửi theo lệnh xuất hàng lần trước, lần này xuất hàng tiếp không tái gửi lại dữ liệu)
Cần bổ sung gì xin hãy liên lạc lại. ","huong.dang@mail.canon'; 'thuy.trieu@mail.canon'; 'lan.nguyen181@mail.canon'; 'ngoc.nguyen432@mail.canon';
 'avp_tl-idms@mail.canon'; 'yen.nguyen599@mail.canon'; 'avp_ts-idms@mail.canon'; VDM/VU TRAN THE <t.vutra.bte@mabuchi-motor.com>; VDM/VU TRUONG TAN <t.vutru.unt@mabuchi-motor.com>; 'thuy.nguyen242@mail.canon'; 'ha.giap@mail.canon'; 'nga.nguyen290@mail.canon'",3.5
RS385PV46219D,46219D,XEM,17120,100750,A89145,XEM,CTY CỔ PHẦN CANON FUKUSHIMA,-,,,,-,M,-,,,,
RS385PV46219D,46219D,XEM,,860072V,A89213,XEM,"CANON VIETNAM CO.,LTD",QK2-1894,WEEK,GROUP SESSION,"List excel
File data PDF 
(Nhập SLSX vào file data PDF+ lưu tên file theo yêu cầu KH)",TB,M,CANON VN,Gửi toàn lót,"Subject: Canon Vietnam (860072V) Motor Outgoing Inspection Record  (ETD 2025.02.17- ETA 2025.02.19) 
To ：CVN Ms Lan , Ms Thuy; Ms Duong, Ms huong, Ms Ngoc, Ms Thuy, Ms Ha; Ms Yen; Ms Nga
        VDM  Mr Vu
Fr ：VDM Inspection Section Lý (Ms)

Liên quan đến trình xuất dữ liệu kiểm tra xuất hàng. Xin được gửi dữ liệu của lô hàng xuất kho ngày 2025.02.17. Chi tiết dữ liệu tham khảo file đính kèm. (Đối với những lót dữ liệu đã gửi theo lệnh xuất hàng lần trước, lần này xuất hàng tiếp không tái gửi lại dữ liệu)
Cần bổ sung gì xin hãy liên lạc lại. ","huong.dang@mail.canon'; 'thuy.trieu@mail.canon'; 'lan.nguyen181@mail.canon'; 'ngoc.nguyen432@mail.canon';
 'avp_tl-idms@mail.canon'; 'yen.nguyen599@mail.canon'; 'avp_ts-idms@mail.canon'; VDM/VU TRAN THE <t.vutra.bte@mabuchi-motor.com>; VDM/VU TRUONG TAN <t.vutru.unt@mabuchi-motor.com>; 'thuy.nguyen242@mail.canon'; 'ha.giap@mail.canon'; 'nga.nguyen290@mail.canon'",3.5
RS385PV46322A,46322A,XEM,15155,871103,QS-10-004590,XEM,PT.INDONESIA EPSON INDUSTRY,-,,,,-,,-,,,,
RS385PV46322A,46322A,XEM,,955484Q,QS-10-004597,XEM,PT.INDONESIA EPSON INDUSTRY,-,,,,-,,-,,,,
RS385PV46384A,46384A,XEM,13215,127423,QS-10-004075,XEM,CÔNG TY TNHH SEIKO EPUSON,-,,,,-,-,-,,,,
RS385PV46384A,46384A,XEM,,901165,A78368,XEM,HÀNG TỒN KHO ĐỂ BÁN CHÍNH SÁCH MMK Đặt hàng *,-,,,,-,-,-,,,,
RS385PV46384A,46384A,XEM,,871103,QS-10-004076,XEM,PT.INDONESIA EPSON INDUSTRY,-,,,,-,-,-,,,,
RS385PV46384A,46384A,XEM,,955484Q,QS-10-004493,XEM,PT.INDONESIA EPSON INDUSTRY,-,,,,-,-,-,-,,,
RS385PV46427C,46427C,XEM,12220,127423,QS-10-003975,XEM,(Cổ phần) SEIKO EPSON,-,,,,-,,-,,,,
RS385PV46427C,46427C,XEM,,871103,QS-10-003974,XEM,PT.INDONESIA EPSON INDUSTRY,-,,,,-,,-,,,,
RS385PV46427C,46427C,XEM,,962247H,QS-10-003973,XEM,KOSHIN KOGYO,-,,,,-,,-,,,,
RS385PV46427C,46427C,XEM,,955484Q,QS-10-004492,XEM,PT.INDONESIA EPSON INDUSTRY,-,,,,-,,-,,,,
RS385PV46551B,46551B,XEM,2095,919829H,A82307,XEM,SANFAT,-,MONTH,MAP,Nhập form (QMF-004),DD (QMF-004),-,MCH-D,,,,
RS385PV46610A,46610A,XEM,14135,223388,A79292,XEM,LEXMARK INT'L INC. A/P,-,,,,-,-,-,,,,
RS385PV46610A,46610A,XEM,,961194H,A81050,XEM,LITE-ON,-,MONTH,MAP,Nhập form (QMF-004),DD (QMF-004),-,MCH-D,,,,
RS385PV46610A,46610A,XEM,,962307H,A81547,XEM,KINPO B,-,MONTH,MAP,,DD,-,HKM,," Subject: Motor outgoing inspection record on January-2025
To: MCH-Z- Ms. 何端偉
Kinpo Customer 
Fr: VDM Inspection section – Ly

I send you the outgoing data in shippement on January-2025
Please see attached file.
If you have any question , please contact to me.
Thanks and best regard.",DeHao.Liu@kinpo.com.cn'; MCH-Z/HE DUAN WEI(何端偉) <d.hedua.tmy@mabuchi-motor.com>,8.0
RS385PV46613A,46613A,XEM,14135,223388,A79323,XEM,LEXMARK INT'L INC. A/P,-,,,,-,-,-,,,,
RS385PV46613A,46613A,XEM,,961573H,A81776,XEM,PRIMAX E$T,-,MONTH,MAP,Nhập form (QMF-004),DD (QMF-004),-,MCH-D,,,,
RS385PV46626A,46626A,XEM,2095,116145,A79794,XEM,CÔNG TY CỔ PHẦN THIETS BỊ HITACHI,-,MONTH,MAP,,TB,-,MMK,Gửi toàn lót,,Y.MIYAZAKI>BKP@MABUCHI-MOTOR.COM,
RS385PV46626A,46626A,XEM,,958801,A79817,XEM,"ACME INDUSTRY CO., LTD",-,,,,-,-,-,,,,
RS385PV46626A,46626A,XEM,,951004E,A84323,XEM,"ACME INDUSTRY CO., LTD",-,,,,-,-,-,,,,
